Intercept,Age,GenderMale,Residual
1.09912550593862,-2.340537850493e-06,-0.0282930746456899,0.0525861211570713
1.09249563231862,9.35859027784258e-05,-0.0303071470428439,0.0539932895587998
1.09560644382605,2.82197661156995e-05,-0.0270224713996617,0.0513943310774749
1.09562228027972,4.29317954752433e-05,-0.027272479552702,0.0532438740471206
1.09959371107214,-1.92287753446301e-06,-0.0275880695275907,0.0485165945689646
1.0961012463706,6.04160041871968e-05,-0.0288524705443184,0.051282245754234
1.0944434967646,7.66534434186042e-05,-0.0297326539873306,0.0447506781157158
1.10127040983701,-1.95211161640481e-05,-0.0261690535902636,0.0506634847050396
1.0916704847393,0.000147209783643181,-0.0353255823130151,0.0555359160045694
1.09299674062861,6.48409993862693e-05,-0.0280149522613799,0.0460312495353705
1.09450238767219,6.02115854848851e-05,-0.030226010099548,0.047488736905868
1.09999505292548,6.95589322243255e-06,-0.0315486191917649,0.0519357351582667
1.09466558473578,4.78073073502691e-05,-0.0264200682860921,0.0543795087790171
1.09714849394997,1.62241993441614e-05,-0.0263799591713281,0.053930290753056
1.09636911153992,3.99010261081558e-05,-0.0290158218411615,0.0466364224247728
1.09234329774368,0.000116361591783434,-0.0317424526276954,0.0515698742665842
1.09526306095567,4.22520979714558e-05,-0.0267005525927782,0.04935409696792
1.10074123832884,-2.11424089041855e-05,-0.0255684036197745,0.0483191676290207
1.09611708186969,3.84705360996402e-05,-0.0271719326461626,0.0483062355539596
1.09549687247404,5.14055861681848e-05,-0.0290755889528274,0.0504836519142571
1.09485501173161,8.32032485889752e-05,-0.0322971933662527,0.0545336619670844
1.09511663078495,5.70337210990052e-05,-0.0288342082284278,0.0519009114731035
1.09780719543076,5.11407066575239e-05,-0.0313875351744611,0.0560408950593227
1.09989943333283,-2.48018631130175e-06,-0.0280749669343665,0.0535990627229326
1.09848331348311,1.35749965865688e-05,-0.0296387167496835,0.0470763402523348
1.09149516801329,0.000113506599718293,-0.0317235996931401,0.0544089479903075
1.09629327683571,1.58841182780589e-05,-0.0267389716627791,0.0486574378408802
1.09437339187202,0.000114040433843779,-0.0354163708027105,0.0567619640490587
1.09473149814409,5.60919238470363e-05,-0.0281078311114944,0.0509241707909904
1.09249780082291,0.000106015737522587,-0.0320573953285779,0.0565336854032272
1.09746095721641,3.68932006378223e-05,-0.0306355609900289,0.0531138340867579
1.09812467520309,2.35457122307876e-05,-0.0294450165354661,0.0504669517762918
1.09529826148189,9.46958943357286e-05,-0.033065356384076,0.0501218032693991
1.0938569143444,5.74361832675943e-05,-0.0286358694511357,0.0494163958778023
1.09380587686907,8.70316708225386e-05,-0.0308805392117887,0.0510205644091442
1.09795744872447,3.15080709585944e-06,-0.0269217484651361,0.0545378272122422
1.09814659805281,-1.73291144539468e-06,-0.028217548221111,0.052062607483301
1.09610778400877,4.45487533078412e-05,-0.0279591641938644,0.0456872826440439
1.09911807697026,2.84821711331927e-05,-0.0312877227714478,0.0500382548261724
1.0943996831548,9.74071731546008e-05,-0.0330207328758124,0.0559746349868006
1.09986579501756,4.82490499130792e-06,-0.0310984906917411,0.0528013220097083
1.09561262507412,4.67456795362896e-05,-0.0281761478864204,0.0497602141963946
1.09546626460037,5.62755713315195e-05,-0.0288588280368821,0.0513862406270795
1.09860007302362,-1.28979371039359e-05,-0.025916045413695,0.0510220526611822
1.09702306999394,6.77580455605638e-05,-0.0317833660290371,0.0567926430048021
1.09729263704396,6.35428165047997e-05,-0.0308587246833222,0.0497078090351489
1.09617885454137,3.03254950530874e-05,-0.0264549308338523,0.0517556569847288
